player1,player2,enemy1,enemy2,result
Fire,Water,Metal,Normal,1
Metal,Water,Fire,Wood,-1
Fire,Metal,Wood,Normal,1
Water,Wood,Metal,Wood,1
Wood,Water,Normal,Fire,1
Water,Fire,Dirt,Metal,1
Dirt,Wood,Normal,Dirt,1
Metal,Fire,Wood,Dirt,1
Fire,Normal,Water,Metal,-1
Water,Fire,Metal,Wood,1
Metal,Dirt,Normal,Fire,1
Wood,Fire,Normal,Fire,1
Water,Metal,Metal,Dirt,1
Fire,Metal,Fire,Wood,1
Dirt,Water,Water,Fire,1
Dirt,Metal,Normal,Dirt,1
Normal,Fire,Metal,Wood,1
Metal,Wood,Water,Fire,1
Wood,Normal,Normal,Metal,1
Fire,Metal,Dirt,Normal,1
Normal,Metal,Metal,Wood,1
Wood,Water,Normal,Water,1
Metal,Wood,Wood,Metal,1
Metal,Fire,Wood,Normal,1
Dirt,Water,Normal,Fire,1
Metal,Water,Water,Dirt,-1
Normal,Metal,Fire,Water,1
Water,Metal,Normal,Dirt,1
Fire,Metal,Normal,Metal,1
Water,Dirt,Wood,Water,1
Water,Fire,Fire,Wood,1
Water,Normal,Dirt,Metal,-1
Dirt,Water,Dirt,Normal,1
Fire,Water,Normal,Metal,1
Water,Fire,Wood,Metal,1
Water,Wood,Metal,Water,1
Water,Wood,Wood,Metal,-1
Metal,Wood,Wood,Water,1
Wood,Water,Normal,Water,1
Metal,Normal,Water,Dirt,1
Normal,Dirt,Dirt,Metal,1
Metal,Fire,Fire,Wood,-1
Dirt,Metal,Normal,Metal,1
Dirt,Wood,Dirt,Water,1
Dirt,Metal,Fire,Normal,1
Normal,Metal,Water,Fire,-1
Wood,Normal,Dirt,Normal,1
Normal,Fire,Dirt,Normal,1
Metal,Normal,Dirt,Metal,1
Dirt,Metal,Fire,Dirt,1
Metal,Dirt,Wood,Metal,1
Wood,Fire,Fire,Dirt,1
Normal,Dirt,Dirt,Fire,1
Dirt,Fire,Wood,Fire,-1
Normal,Fire,Dirt,Metal,1
Metal,Dirt,Water,Metal,1
Metal,Water,Fire,Normal,-1
Normal,Wood,Water,Metal,-1
Wood,Fire,Fire,Wood,1
Wood,Normal,Metal,Water,-1
Wood,Normal,Dirt,Fire,1
Metal,Fire,Wood,Water,1
Wood,Metal,Dirt,Water,1
Metal,Fire,Normal,Water,-1
Metal,Fire,Metal,Fire,1
Wood,Fire,Wood,Water,-1
Water,Normal,Fire,Metal,1
Fire,Water,Wood,Water,1
Metal,Fire,Wood,Fire,1
Metal,Wood,Dirt,Fire,1
Dirt,Normal,Water,Fire,1
Fire,Water,Water,Normal,-1
Water,Dirt,Normal,Wood,-1
Fire,Dirt,Metal,Dirt,1
Wood,Fire,Dirt,Fire,1
Wood,Water,Wood,Normal,1
Dirt,Normal,Metal,Dirt,1
Dirt,Wood,Normal,Metal,-1
Wood,Normal,Normal,Water,1
Metal,Wood,Dirt,Water,1
Normal,Metal,Fire,Water,1
Normal,Water,Fire,Wood,1
Fire,Normal,Metal,Fire,1
Fire,Normal,Wood,Metal,1
Water,Metal,Water,Metal,1
Water,Normal,Dirt,Normal,-1
Dirt,Normal,Water,Metal,1
Dirt,Metal,Fire,Metal,1
Water,Fire,Dirt,Water,-1
Metal,Wood,Dirt,Normal,1
Metal,Water,Metal,Water,1
Dirt,Normal,Metal,Normal,1
Fire,Dirt,Normal,Wood,-1
Wood,Metal,Fire,Normal,1
Wood,Dirt,Water,Normal,1
Fire,Metal,Metal,Water,1
Fire,Normal,Wood,Water,1
Fire,Metal,Water,Normal,-1
Wood,Normal,Wood,Dirt,1
Normal,Fire,Dirt,Water,-1
Metal,Dirt,Metal,Wood,-1
Metal,Wood,Wood,Water,1
Metal,Water,Normal,Water,1
Normal,Metal,Normal,Metal,1
Metal,Wood,Metal,Dirt,1
Metal,Normal,Normal,Water,1
Metal,Water,Water,Normal,1
Normal,Wood,Normal,Wood,1
Fire,Metal,Normal,Fire,-1
Normal,Wood,Fire,Metal,-1
Metal,Fire,Wood,Normal,1
Dirt,Metal,Wood,Water,-1
Metal,Normal,Wood,Water,1
Normal,Fire,Normal,Dirt,1
Fire,Normal,Water,Normal,-1
Metal,Fire,Normal,Dirt,1
Metal,Normal,Dirt,Normal,1
Fire,Wood,Wood,Dirt,1
Dirt,Metal,Wood,Normal,-1
Water,Dirt,Wood,Metal,1
Metal,Normal,Wood,Water,1
Fire,Normal,Metal,Normal,1
Metal,Wood,Wood,Normal,1
Dirt,Metal,Metal,Wood,1
Wood,Fire,Fire,Metal,1
Water,Metal,Metal,Fire,-1
Water,Normal,Dirt,Normal,-1
Normal,Water,Wood,Dirt,-1
Dirt,Water,Normal,Water,1
Water,Dirt,Wood,Water,1
Metal,Water,Wood,Metal,1
Metal,Normal,Water,Dirt,1
Dirt,Fire,Dirt,Metal,1
Dirt,Water,Fire,Dirt,-1
Water,Metal,Metal,Wood,1
Normal,Fire,Dirt,Fire,1
Fire,Wood,Metal,Water,1
Dirt,Metal,Fire,Water,1
Normal,Metal,Wood,Metal,1
Dirt,Water,Metal,Wood,1
Fire,Metal,Fire,Metal,1
Normal,Metal,Dirt,Fire,-1
Metal,Dirt,Metal,Fire,1
Dirt,Fire,Fire,Normal,1
Normal,Water,Metal,Water,1
Wood,Metal,Dirt,Metal,1
Dirt,Fire,Metal,Dirt,1
Water,Fire,Water,Fire,1
Metal,Dirt,Metal,Wood,-1
Dirt,Normal,Wood,Water,-1
Metal,Fire,Metal,Dirt,1
Water,Dirt,Normal,Wood,-1
Dirt,Fire,Dirt,Normal,1
Fire,Water,Wood,Dirt,-1
Water,Wood,Fire,Water,1
Fire,Wood,Water,Dirt,1
Wood,Fire,Dirt,Normal,1
Metal,Wood,Metal,Fire,1
Normal,Dirt,Metal,Water,1
Wood,Normal,Dirt,Fire,1
Dirt,Wood,Water,Normal,1
Water,Wood,Water,Fire,1
Normal,Dirt,Normal,Wood,-1
Wood,Metal,Metal,Wood,1
Fire,Normal,Water,Metal,-1
Dirt,Water,Water,Fire,1
Fire,Dirt,Dirt,Water,1
Fire,Wood,Dirt,Wood,1
Water,Fire,Fire,Dirt,1
Fire,Normal,Dirt,Fire,1
Fire,Wood,Water,Metal,-1
Fire,Normal,Dirt,Water,1
Water,Dirt,Metal,Dirt,1
Fire,Normal,Fire,Metal,1
Water,Metal,Metal,Dirt,1
Normal,Dirt,Dirt,Fire,1
Wood,Metal,Wood,Water,1
Metal,Water,Wood,Fire,1
Water,Wood,Fire,Dirt,1
Wood,Water,Metal,Normal,-1
Metal,Dirt,Metal,Normal,1
Metal,Water,Wood,Normal,1
Metal,Fire,Metal,Fire,1
Wood,Dirt,Dirt,Metal,1
Metal,Normal,Wood,Normal,1
Dirt,Fire,Water,Dirt,1
Dirt,Metal,Normal,Wood,1
Fire,Water,Fire,Dirt,-1
Fire,Normal,Normal,Metal,1
Wood,Metal,Dirt,Wood,1
Dirt,Fire,Water,Normal,1
Wood,Dirt,Water,Metal,1
Dirt,Water,Dirt,Metal,1
Metal,Normal,Dirt,Water,1
Wood,Normal,Water,Fire,1
Dirt,Metal,Water,Fire,1
Metal,Fire,Water,Fire,1
Metal,Normal,Wood,Dirt,1
Metal,Fire,Dirt,Water,-1
Fire,Water,Water,Dirt,-1
Normal,Water,Normal,Wood,1
Normal,Water,Wood,Fire,1
Normal,Fire,Wood,Fire,1
Water,Metal,Dirt,Fire,-1
Metal,Dirt,Fire,Water,1
Normal,Metal,Dirt,Water,1
Normal,Water,Metal,Water,1
Water,Dirt,Fire,Dirt,1
Wood,Water,Metal,Normal,-1
Water,Normal,Water,Fire,1
Metal,Wood,Fire,Normal,-1
Water,Normal,Wood,Water,1
Metal,Normal,Water,Dirt,1
Dirt,Fire,Metal,Water,-1
Water,Metal,Water,Dirt,1
Dirt,Normal,Water,Wood,1
Water,Fire,Water,Normal,1
Wood,Metal,Metal,Wood,1
Wood,Fire,Wood,Normal,1
Fire,Metal,Wood,Fire,-1
Normal,Wood,Dirt,Fire,1
Dirt,Water,Normal,Water,1
Normal,Fire,Normal,Dirt,1
Fire,Wood,Metal,Fire,1
Normal,Metal,Water,Fire,-1
Metal,Water,Water,Normal,1
Water,Wood,Water,Metal,-1
Metal,Wood,Dirt,Metal,-1
Metal,Wood,Metal,Water,1
Water,Dirt,Metal,Dirt,1
Fire,Dirt,Wood,Fire,1
Normal,Water,Dirt,Water,1
Fire,Normal,Dirt,Wood,1
Water,Dirt,Wood,Water,1
Water,Wood,Water,Wood,1
Dirt,Normal,Dirt,Wood,1
Wood,Water,Normal,Fire,1
Dirt,Fire,Metal,Water,-1
Normal,Water,Dirt,Wood,1
Metal,Normal,Wood,Dirt,1
Normal,Dirt,Water,Wood,-1
Normal,Wood,Normal,Fire,1
Water,Wood,Dirt,Metal,-1
Dirt,Metal,Metal,Fire,-1
Dirt,Water,Water,Normal,1
Normal,Dirt,Fire,Dirt,1
Wood,Metal,Dirt,Metal,1
Water,Normal,Normal,Fire,1
Fire,Metal,Normal,Dirt,1
Metal,Wood,Dirt,Water,1
Metal,Fire,Metal,Normal,1
Dirt,Fire,Fire,Dirt,1
Wood,Normal,Fire,Dirt,1
Dirt,Metal,Dirt,Water,1
Normal,Water,Fire,Metal,1
Dirt,Metal,Normal,Metal,1
Water,Normal,Fire,Normal,1
Wood,Water,Fire,Dirt,-1
Wood,Metal,Metal,Water,-1
Fire,Wood,Fire,Metal,-1
Fire,Water,Wood,Water,1
Normal,Fire,Dirt,Fire,1
Metal,Fire,Dirt,Water,-1
Wood,Water,Metal,Fire,1
Water,Fire,Water,Normal,1
Fire,Metal,Fire,Water,1
Fire,Water,Normal,Metal,1
Dirt,Wood,Normal,Metal,-1
Normal,Dirt,Wood,Metal,1
Water,Dirt,Normal,Dirt,1
Normal,Dirt,Water,Dirt,1
Fire,Wood,Normal,Dirt,1
Fire,Normal,Metal,Wood,1
Dirt,Wood,Water,Metal,1
Wood,Water,Wood,Dirt,-1
Water,Fire,Metal,Dirt,1
Dirt,Wood,Normal,Dirt,1
Water,Fire,Dirt,Wood,-1
Wood,Dirt,Normal,Wood,-1
Dirt,Normal,Fire,Dirt,1
Water,Fire,Dirt,Wood,-1
Water,Normal,Normal,Fire,1
Fire,Dirt,Normal,Water,1
Water,Metal,Normal,Dirt,1
Metal,Water,Water,Fire,1
Normal,Water,Wood,Normal,1
Water,Normal,Metal,Normal,1
Water,Wood,Dirt,Wood,-1
Dirt,Water,Dirt,Fire,1
Fire,Dirt,Metal,Dirt,1
Normal,Water,Normal,Wood,1
Normal,Metal,Normal,Water,1
Water,Fire,Dirt,Fire,-1
Dirt,Normal,Metal,Dirt,1
Normal,Water,Fire,Metal,1
Normal,Water,Fire,Metal,1
Water,Dirt,Metal,Normal,1
Dirt,Fire,Fire,Water,-1
Metal,Water,Fire,Normal,-1
Normal,Metal,Dirt,Normal,1
Wood,Fire,Water,Metal,1
Water,Wood,Fire,Dirt,1
Water,Wood,Water,Normal,1
Normal,Metal,Fire,Water,1
Dirt,Metal,Metal,Wood,1
Fire,Water,Dirt,Metal,1
Water,Normal,Water,Wood,1
Wood,Metal,Fire,Water,1
Water,Metal,Metal,Normal,1
Metal,Fire,Dirt,Metal,1
Fire,Wood,Metal,Dirt,1
Water,Metal,Metal,Fire,-1
Water,Fire,Fire,Water,1
Normal,Dirt,Metal,Wood,-1
Water,Metal,Normal,Wood,1
Fire,Water,Water,Dirt,-1
Dirt,Normal,Water,Dirt,1
Metal,Dirt,Wood,Water,1
Fire,Wood,Metal,Wood,1
Normal,Wood,Metal,Fire,1
Normal,Dirt,Fire,Water,1
Normal,Fire,Wood,Water,-1
Metal,Normal,Metal,Fire,1
Water,Wood,Normal,Fire,1
Metal,Dirt,Dirt,Normal,1
Normal,Dirt,Normal,Dirt,1
Water,Wood,Fire,Metal,1
Water,Wood,Metal,Wood,1
Dirt,Fire,Fire,Wood,1
Water,Normal,Water,Fire,1
Wood,Normal,Fire,Normal,1
Water,Fire,Wood,Fire,1
Wood,Fire,Dirt,Wood,1
Wood,Dirt,Fire,Water,1
Metal,Wood,Wood,Metal,1
Dirt,Normal,Water,Fire,1
Metal,Dirt,Water,Fire,1
Dirt,Water,Dirt,Wood,1
Fire,Water,Wood,Normal,1
Metal,Fire,Water,Dirt,1
Metal,Fire,Metal,Water,-1
Water,Metal,Wood,Fire,-1
Water,Metal,Fire,Metal,1
Fire,Wood,Normal,Metal,-1
Wood,Dirt,Metal,Dirt,-1
Normal,Metal,Dirt,Fire,-1
Normal,Wood,Dirt,Metal,-1
Normal,Metal,Metal,Normal,1
Water,Normal,Water,Dirt,1
Metal,Fire,Metal,Wood,1
Water,Fire,Metal,Dirt,1
Water,Fire,Normal,Dirt,1
Dirt,Metal,Wood,Water,-1
Normal,Dirt,Normal,Water,1
Dirt,Fire,Fire,Water,-1
Fire,Dirt,Normal,Wood,-1
Normal,Dirt,Wood,Water,1
Fire,Water,Water,Normal,-1
Wood,Water,Dirt,Metal,1
Dirt,Water,Wood,Dirt,-1
Wood,Water,Fire,Dirt,-1
Water,Fire,Metal,Fire,1
Fire,Wood,Normal,Metal,-1
Metal,Water,Dirt,Normal,1
Water,Dirt,Dirt,Metal,-1
Wood,Water,Wood,Metal,1
Dirt,Fire,Water,Dirt,1
Fire,Normal,Water,Wood,-1
Metal,Water,Wood,Metal,1
Metal,Wood,Wood,Fire,1
Wood,Water,Wood,Dirt,-1
Fire,Normal,Normal,Wood,1
Normal,Dirt,Normal,Fire,1
Normal,Metal,Normal,Dirt,1
Metal,Water,Normal,Fire,1
Fire,Wood,Dirt,Metal,-1
Wood,Dirt,Dirt,Metal,1
Metal,Dirt,Normal,Water,1
Fire,Water,Water,Fire,1
Fire,Water,Dirt,Normal,1
Wood,Dirt,Wood,Metal,1
Metal,Water,Normal,Wood,1
Fire,Water,Metal,Wood,1
Fire,Water,Fire,Water,1
Metal,Water,Dirt,Fire,1
Normal,Water,Wood,Dirt,-1
Dirt,Water,Dirt,Wood,1
Normal,Metal,Dirt,Water,1
Normal,Water,Fire,Dirt,-1
Dirt,Fire,Fire,Normal,1
Normal,Wood,Fire,Dirt,1
Dirt,Fire,Wood,Fire,-1
Water,Wood,Normal,Fire,1
Fire,Normal,Water,Metal,-1
Water,Wood,Normal,Wood,1
Fire,Dirt,Water,Dirt,-1
Water,Wood,Water,Fire,1
Dirt,Wood,Water,Fire,1
Water,Metal,Dirt,Wood,1
Dirt,Fire,Metal,Dirt,1
Normal,Water,Water,Normal,1
Water,Fire,Fire,Normal,1
Wood,Normal,Fire,Normal,1
Metal,Water,Normal,Water,1
Fire,Wood,Metal,Wood,1
Dirt,Fire,Metal,Normal,1
Dirt,Water,Water,Wood,1
Wood,Water,Water,Wood,1
Dirt,Wood,Wood,Normal,-1
Wood,Dirt,Normal,Water,1
Fire,Dirt,Fire,Dirt,1
Normal,Dirt,Normal,Fire,1
Wood,Fire,Normal,Water,-1
Normal,Water,Wood,Water,1
Dirt,Water,Wood,Normal,-1
Dirt,Metal,Metal,Water,1
Normal,Wood,Dirt,Wood,1
Normal,Fire,Dirt,Water,-1
Water,Fire,Normal,Wood,1
Normal,Fire,Dirt,Water,-1
Fire,Water,Fire,Wood,1
Wood,Normal,Metal,Wood,-1
Metal,Wood,Normal,Metal,-1
Wood,Normal,Wood,Fire,1
Fire,Water,Water,Normal,-1
Wood,Fire,Wood,Fire,1
Dirt,Wood,Water,Wood,1
Dirt,Wood,Water,Wood,1
Metal,Dirt,Water,Wood,-1
Metal,Fire,Dirt,Water,-1
Metal,Wood,Wood,Water,1
Dirt,Normal,Normal,Dirt,1
Wood,Metal,Metal,Wood,1
Dirt,Metal,Normal,Fire,-1
Fire,Dirt,Normal,Dirt,1
Water,Normal,Wood,Fire,1
Dirt,Wood,Normal,Water,1
Wood,Metal,Water,Dirt,1
Metal,Normal,Metal,Fire,1
Water,Metal,Fire,Metal,1
Dirt,Wood,Metal,Normal,1
Metal,Wood,Wood,Fire,1
Fire,Normal,Metal,Fire,1
Wood,Metal,Normal,Wood,1
Metal,Dirt,Wood,Water,1
Water,Fire,Wood,Fire,1
Wood,Water,Dirt,Fire,1
Metal,Normal,Water,Dirt,1
Water,Normal,Metal,Dirt,1
Metal,Dirt,Wood,Metal,1
Water,Normal,Metal,Normal,1
Wood,Fire,Metal,Fire,-1
Normal,Water,Fire,Metal,1
Dirt,Fire,Fire,Metal,1
Water,Normal,Wood,Normal,1
Metal,Water,Normal,Dirt,-1
Fire,Metal,Metal,Wood,1
Fire,Dirt,Dirt,Water,1
Water,Wood,Fire,Water,1
Wood,Dirt,Fire,Normal,1
Water,Dirt,Water,Fire,1
Fire,Metal,Dirt,Water,1
Metal,Normal,Wood,Normal,1
Fire,Dirt,Water,Dirt,-1
Metal,Wood,Fire,Wood,-1
Normal,Wood,Fire,Wood,1
